ZONA PORTUARIA;SOCIEDAD PORTUARIA;TIPO DE CARGA;EXPORTACION;IMPORTACIÓN;TRANSBORDO;TRANSITO INTERNACIONAL;FLUVIAL;CABOTAJE;AÑO VIGENCIA;MES VIGENCIA
CARTAGENA;ZONA FRANCA ARGOS S.A.S.;GRANEL SOLIDO DIFER. DE CARBON;105449;0;0;;;;2020;12
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GENERAL;0;43091;0;;;;2018;2
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;351906;64619;0;;;99720;2019;10
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;GENERAL;93;741;259;;;;2019;12
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;47951;0;0;;;;2020;6
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;4065;0;;;;2019;1
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;26572;17807;518;;;63;2018;1
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;615;2892;0;;;6794;2018;8
BUENAVENTURA;GRUPO PORTUARIO S.A;GRANEL SOLIDO DIFER. DE CARBON;0;67716;0;;;;2019;9
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;CARBON AL GRANEL;41714;0;0;;;;2019;7
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;3037;22719;81;;;19327;2020;12
CARTAGENA;SOCIEDAD PORTUARIA DEL DIQUE S.A.;GRANEL LIQUIDO;0;0;0;;;16740;2018;4
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;CARBON AL GRANEL;18000;0;0;;;;2020;5
GUAJIRA;CERREJON ZONA NORTE S.A.;CARBON AL GRANEL;2815729;0;0;;;;2018;4
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CONTENEDORES;23329;61919;40;156;;276;2020;4
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;155612;168197;104306;;;;2020;12
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;462755;91138;0;;;30634;2018;12
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL SOLIDO DIFER. DE CARBON;0;10400;0;;;;2018;5
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;GENERAL;0;265;3;;;;2018;4
CARTAGENA;ALGRANEL S.A.;GRANEL LIQUIDO;1050;4821;0;;;;2020;4
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;3992;0;;;2818;2018;4
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;2175;2018;8
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;2372;2020;6
TURBO;PROMOTORA BANANERA S.A;CONTENEDORES;8143;0;0;;;;2018;11
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;16773;24335;5877;18417;;;2018;2
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;CONTENEDORES;86721;107748;339537;;;22384;2020;12
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;0;35445;0;;;;2019;6
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;100524;220552;486551;;;;2018;3
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GENERAL;0;30513;0;;;;2019;9
BUENAVENTURA;GRUPO PORTUARIO S.A;GRANEL SOLIDO DIFER. DE CARBON;0;98776;0;;;;2020;11
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL LIQUIDO;0;3501;0;;;;2019;2
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;6516;0;;;;2020;1
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;5500;35692;0;;;;2018;10
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;CONTENEDORES;56697;101791;295499;;;;2018;7
BUENAVENTURA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;84377;0;;;;2018;3
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;30914;23107;18;;;27196;2020;9
CARTAGENA;SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.;GRANEL LIQUIDO;11172;0;0;;;;2018;2
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CONTENEDORES;33;0;0;;;;2020;6
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;37644;12513;0;;;684;2019;4
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;0;9;0;;;12;2018;11
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CARBON AL GRANEL;0;10793;0;;;;2019;4
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL SOLIDO DIFER. DE CARBON;0;265820;0;;;;2019;10
TURBO;PROMOTORA BANANERA S.A;CONTENEDORES;11414;0;0;;;;2019;2
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL LIQUIDO;0;12273;0;;;;2019;2
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;2115;2020;5
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;1639;10128;0;100;;;2018;5
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;6577;0;;;;2018;9
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;2426;2019;6
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;7795;7300;392;;;;2020;9
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;34606;21301;0;;;;2019;3
BUENAVENTURA;GRUPO PORTUARIO S.A;GRANEL SOLIDO DIFER. DE CARBON;0;28907;0;;;;2019;6
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CARBON AL GRANEL;39581;0;0;;;;2020;7
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GENERAL;0;20010;0;;;;2019;1
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL LIQUIDO;0;7101;0;;;;2019;8
CARTAGENA;ZONA FRANCA ARGOS S.A.S.;GRANEL SOLIDO DIFER. DE CARBON;90901;44000;0;;;;2020;9
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;2119766;0;0;;;;2019;4
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL LIQUIDO;0;9869;0;;;;2018;5
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;4166;6109;0;;;;2018;3
CARTAGENA;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;4856;2018;11
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL LIQUIDO;4100;8628;0;;;;2020;1
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CARBON AL GRANEL;18359;0;0;;;;2018;2
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;71987;0;;;;2018;11
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;37496;21093;1579;;;135;2018;3
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;31489;0;;;;2019;12
BARRANQUILLA;PORTMAGDALENA S.A.;GRANEL LIQUIDO;1661;37483;0;;;19562;2019;1
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;CONTENEDORES;0;661;0;;;;2018;8
TUMACO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;53530;0;0;;;;2019;4
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;289428;0;;;126251;2020;7
CARTAGENA;SOCIEDAD PORTUARIA BAVARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;28000;0;;;;2020;3
GUAJIRA;CERREJON ZONA NORTE S.A.;CARBON AL GRANEL;1994500;0;0;;;;2019;9
CARTAGENA;SOCIEDAD PORTUARIA DEL DIQUE S.A.;GRANEL LIQUIDO;0;637;0;;;6498;2018;12
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CARBON AL GRANEL;125593;0;0;;;;2018;2
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;2449;2018;4
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;73151;0;0;;;;2020;2
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL LIQUIDO;0;39670;0;;;;2019;1
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;159782;0;;;;2019;12
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;29725;25937;1049;;;34709;2019;11
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL SOLIDO DIFER. DE CARBON;0;53607;0;;;;2018;8
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;688;2019;9
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;768;2018;8
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;6462;7530;0;;;;2019;9
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL LIQUIDO;0;12671;0;;;;2018;2
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;13638;20;0;;;;2018;10
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL LIQUIDO;181671;78726;0;;;;2019;6
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL LIQUIDO;0;6544;0;;;;2020;5
CARTAGENA;SOCIEDAD PORTUARIA DEL DIQUE S.A.;GRANEL LIQUIDO;0;0;0;;;34221;2020;9
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;117762;261408;682088;;;;2018;1
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;6497;0;;;;2020;12
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GENERAL;0;14283;0;;;;2020;8
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;322;25475;497;;;343;2019;5
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;924272;0;0;;;;2019;4
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;86488;0;;;;2018;5
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;2904692;0;0;;;;2018;9
CARTAGENA;PUERTO BUENAVISTA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;32668;0;;;;2020;5
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;349624;171581;0;;;113304;2019;6
CIENAGA;SOCIEDAD PORTUARIA PUERTO NUEVO S.A.;CARBON AL GRANEL;48748;0;0;;;;2020;12
CARTAGENA;PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.;GRANEL LIQUIDO;0;5340;0;;;;2020;3
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;12239;102;0;;;;2019;3
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;16237;22675;0;22662;;12127;2019;1
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;CONTENEDORES;83780;117361;489689;;;;2019;7
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL LIQUIDO;0;36099;0;;;;2018;10
CARTAGENA;PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.;GRANEL LIQUIDO;0;4359;0;;;;2020;6
CARTAGENA;PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.;GRANEL LIQUIDO;0;2992;0;;;;2019;9
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GENERAL;14;75331;1644;;;;2020;12
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;0;4687;0;;;;2020;1
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;576785;0;0;;;;2020;6
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;0;20224;0;;;18709;2020;12
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;25239;39;0;;;;2020;2
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;0;8234;0;;;;2019;7
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GRANEL LIQUIDO;0;0;0;;85907;;2020;9
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;53233;12036;0;;;;2018;11
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;2361848;0;0;;;;2018;11
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;12773;0;0;;;;2020;6
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CONTENEDORES;215;163;0;;;;2020;11
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;0;15350;0;;;;2020;2
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;GENERAL;56;128;461;;;;2020;3
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;353033;0;;;10767;2018;11
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;23789;27693;8590;21147;;;2018;7
BUENAVENTURA;SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.;CONTENEDORES;88610;145463;37777;;;;2019;12
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;1910176;0;0;;;;2020;6
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL LIQUIDO;0;7544;0;;;;2020;8
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GENERAL;0;278466;85;;;;2018;8
TUMACO;ROMERO Y BURGOS & CIA S.EN C.;GRANEL LIQUIDO;0;0;0;;126;;2018;5
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;174252;0;;2200;;2020;7
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GRANEL LIQUIDO;0;0;0;;22697;;2018;2
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL LIQUIDO;37122;31662;0;;;;2020;1
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;313;1072;0;;;5649;2020;11
CARTAGENA;PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.;GRANEL LIQUIDO;0;6676;0;;;;2019;8
SAN ANDRES;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;4787;2018;8
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GENERAL;0;24127;0;;;;2019;11
BUENAVENTURA;GRUPO PORTUARIO S.A;CARBON AL GRANEL;84551;0;0;;;;2018;8
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;1470;0;;;;2018;12
BUENAVENTURA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;79190;0;;;;2019;6
BUENAVENTURA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;109856;0;;;;2018;12
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;49346;0;;;;2020;6
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;5989;0;0;;;41747;2020;3
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;245303;0;;;88605;2020;9
TUMACO;ROMERO Y BURGOS & CIA S.EN C.;GRANEL LIQUIDO;0;0;0;;132;;2020;3
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;70744;0;;;;2020;12
CARTAGENA;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;4822;2020;12
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;1273;2018;10
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;0;20748;0;;;;2018;3
CARTAGENA;COREMAR SHOREBASE SA;GRANEL LIQUIDO;0;0;0;;68;;2020;10
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL LIQUIDO;245813;136155;0;;;;2018;11
G. MORROSQUILLO;OLEODUCTO CENTRAL SA;GRANEL LIQUIDO;1982719;0;0;;;;2019;3
GUAJIRA;CERREJON ZONA NORTE S.A.;CONTENEDORES;0;670;0;;;;2018;7
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;284;12723;2198;;;;2019;1
CARTAGENA;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;7462;2018;12
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;CONTENEDORES;94617;126101;361612;;;17959;2020;1
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;140;97;0;;;;2020;9
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CONTENEDORES;43216;175000;0;;;4;2019;5
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CONTENEDORES;21;147;0;;;;2019;4
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;110516;160904;41367;;;;2020;4
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;0;3877;0;;;;2020;3
BUENAVENTURA;SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.;CONTENEDORES;42640;91581;34045;;;;2019;5
CARTAGENA;SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.;GRANEL LIQUIDO;0;14938;0;;;;2019;2
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL LIQUIDO;0;2393;0;;;;2020;7
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;305913;0;0;;;;2018;1
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;9077;682656;83765;1707;;;2019;4
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;87194;0;;;;2020;5
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;CONTENEDORES;77;157;0;;;;2020;6
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;0;7957;0;;;;2019;1
BUENAVENTURA;GRUPO PORTUARIO S.A;GRANEL SOLIDO DIFER. DE CARBON;0;9874;0;;;;2018;7
BARRANQUILLA;PORTMAGDALENA S.A.;GRANEL LIQUIDO;14967;34440;0;;7399;;2019;8
CARTAGENA;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;2503;2020;5
BARRANCABERMEJA;ECOPETROL S.A.;GRANEL LIQUIDO;0;0;0;;103804;;2019;10
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;122160;0;;;;2019;5
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;1681;2018;5
BUENAVENTURA;GRUPO PORTUARIO S.A;GRANEL SOLIDO DIFER. DE CARBON;0;62418;0;;;;2020;8
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GENERAL;38259;0;0;;;;2020;6
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL LIQUIDO;0;24006;0;;;;2018;4
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GENERAL;0;47044;0;;34101;;2020;4
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;15359;5108;0;;;44801;2020;10
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;49490;0;;;;2019;4
CARTAGENA;PUERTO BUENAVISTA S.A;GENERAL;11752;0;0;;;1088;2020;1
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;60418;13076;0;;;;2018;10
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;245440;0;0;;;;2019;8
TUMACO;ROMERO Y BURGOS & CIA S.EN C.;GRANEL LIQUIDO;0;0;0;;154;;2019;4
CARTAGENA;SOCIEDAD PORTUARIA DEL DIQUE S.A.;GRANEL LIQUIDO;0;0;0;;;12912;2020;11
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GENERAL;65;7231;0;;;558;2020;11
CARTAGENA;PUERTO BUENAVISTA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;26767;0;;;;2018;1
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;21933;28634;5817;15853;;;2018;5
BUENAVENTURA;GRUPO PORTUARIO S.A;CARBON AL GRANEL;55000;0;0;;;;2018;6
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GRANEL LIQUIDO;0;0;0;;69343;;2020;5
BARRANQUILLA;PORTMAGDALENA S.A.;GRANEL LIQUIDO;0;14020;0;;;13673;2018;9
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;1738;17958;645;;;248;2019;7
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;36363;0;;;;2019;2
TUMACO;SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A;GRANEL SOLIDO DIFER. DE CARBON;0;0;0;;;6000;2018;6
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;215937;0;;;;2019;5
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GENERAL;0;41611;0;;;;2018;10
G. MORROSQUILLO;OLEODUCTO CENTRAL SA;GRANEL LIQUIDO;1420376;0;0;;;;2020;11
GUAJIRA;CERREJON ZONA NORTE S.A.;CARBON AL GRANEL;1512897;0;0;;;;2020;1
TURBO;PROMOTORA BANANERA S.A;CONTENEDORES;5732;0;0;;;365;2018;7
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL LIQUIDO;0;26766;0;;;;2018;8
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;407813;143670;0;;;77357;2018;9
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;76182;0;;;;2019;10
BARRANCABERMEJA;ECOPETROL S.A.;GRANEL LIQUIDO;0;0;0;;92911;;2018;12
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;40406;10248;0;;;947;2018;5
CARTAGENA;PUERTO BUENAVISTA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;48564;0;;;;2019;1
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;CONTENEDORES;122636;164728;1168956;;;;2018;8
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;79055;0;;;;2018;4
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;258481;0;0;;;;2018;4
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;66534;0;;;;2018;1
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;3744;2020;10
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;GENERAL;38;9;1;;;;2019;4
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;2912;2020;3
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;13924;0;0;;;;2020;11
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GRANEL LIQUIDO;0;0;0;;82493;;2019;7
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;CONTENEDORES;0;962;0;;;;2019;5
CARTAGENA;ZONA FRANCA ARGOS S.A.S.;GRANEL SOLIDO DIFER. DE CARBON;99641;0;0;;;;2019;12
